EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0.1,Neighborhood Density 2.0.1,DominantTranslation,SignBankID.1,Neighborhood Density
list,list,D_01_041,,4.852,1.262,0.399,27,0,5.125,1.455,0.545,16,0,,,4.889,2.025,0.935,36,,3.614,Noun,567,1468,901,1969,4.81,1.17,26,0.88,4.78,1.22,18,0.9,,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,AsymmetricalDifferentHandshape,Z-shaped,Hand,FingerFront,Palm,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,41,48,93,1222,415,2010,1509,1694,839,1391,1756,1790,2276,,,,,LIST,1,2,1,2,,LIST,1
listen,listen,K_01_117,,5.889,1.672,0.956,27,0,5.091,2.256,0.821,11,0,,,4.12,1.691,0.211,25,LISTEN,4.444,Verb,667,1869,1201,2536,,,,,,,,,,0,0,0,1,curved_v,1,im,Curved,1,1,0,Open,0,OneHanded,None,Head,Other,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,67,0,416,381,579,532,1215,1694,554,1391,1756,1790,2276,,,,,,1,0,1,0,,,0
live_1,live,B_03_046,,4.44,1.446,-0.135,25,0,4.286,1.59,-0.249,14,0,,,1.733,1.948,-0.543,30,,4.245,Verb,400,801,400,1335,1.29,0.69,31,-0.86,1.27,0.77,22,-0.83,Arbitrary,1,0,0,1,l,0,i,FullyOpen,0,,,Open,0,SymmetricalOrAlternating,Curved,Body,TorsoBottom,TorsoTop,1,l,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,7,21,634,712,1051,2010,1509,1694,0,0,1756,1790,2276,4,1,0,-0.17,LIVEl,0,0,0,0,,LIVEl,0
live_2,live,B_03_061,,5.44,1.325,0.497,25,0,5.571,1.089,0.519,14,0,,,2,1.948,-0.407,30,,4.245,Verb,501,901,400,1768,1.55,0.89,31,-0.69,1.59,0.96,22,-0.63,Arbitrary,0,0,0,1,a,0,t,,,,,Open,,SymmetricalOrAlternating,Curved,Body,TorsoBottom,TorsoTop,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,7,21,634,156,0,0,1509,1694,0,0,0,1790,2276,4,2,0,-0.17,LIVE,5,1,5,1,,LIVE,0
living_room,living_room,F_02_016,,3.778,1.948,-0.263,27,0,3.357,1.823,-0.518,14,0,,,1.452,0.85,-0.569,31,,,Noun,501,1802,1301,2402,,,,,,,,,Arbitrary,0,0,1,3,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Curved,Body,TorsoTop,BodyAway,1,,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,None,Neutral,Neutral,,0,open_b,0,flat_b,1,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,None,Neutral,Neutral,,0,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,35,1068,256,87,86,634,1222,1051,2010,1215,1694,554,1391,1756,1790,2276,,,,,,9,4,9,4,,,2
load,load,H_01_055,,2.9,1.832,-0.841,28,0,3.1,1.969,-0.822,14,0.29,1,1,4.05,1.761,0.265,20,,3.173,Verb,467,2102,1635,2703,,,,,,,,,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,579,2010,1215,1030,554,1391,1756,1790,2276,,,,,,33,19,33,19,carry,,24
load_2,load_2,K_02_003,,2.85,1.694,-1.068,25,0,2.667,1.414,-0.81,11,0.18,,,1.958,0.806,-0.875,24,LOAD,3.173,Verb,567,2002,1435,2736,,,,,,,,,,0,0,0,1,s,0,imrp,FullyClosed,1,,1,Closed,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,173,532,1215,1030,0,194,812,934,2276,,,,,,38,6,38,6,,,7
lobster,lobster,D_01_072,,2.923,1.573,-0.682,26,0,2.75,1.612,-0.808,16,0,1,1,4.833,2.025,0.898,36,,2.574,Noun,634,1435,801,2336,5.42,1.55,26,1.18,5.28,1.67,18,1.13,,0,0,0,1,o,0,imrp,Curved,1,0,0,Open,1,SymmetricalOrAlternating,None,Neutral,Neutral,,0,o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,0,416,1222,579,532,1215,1030,839,1391,812,1790,2276,,,,,PINCHERb,3,2,3,2,lobster,PINCHERb,0
lobster_2,lobster_2,K_03_039,,4.48,1.584,0.172,25,0,4.364,1.567,0.288,11,0,1,1,3.923,1.853,-0.048,26,LOBSTER,2.574,Noun,667,1768,1101,2536,,,,,,,,,,0,0,0,1,g,0,i,Flat,1,,,Open,1,SymmetricalOrAlternating,None,Neutral,Neutral,,0,g,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,0,416,712,415,532,1215,1030,0,0,812,1790,2276,,,,,,4,1,4,1,lobster_2,,0
lobster_3,lobster_3,K_01_051,,4.185,1.942,0.06,27,0,3.182,0.982,-0.189,11,0,,,3.48,2.143,-0.144,25,LOBSTER,2.574,Noun,567,1668,1101,2236,,,,,,,,,,0,0,0,1,v,1,im,FullyOpen,1,1,1,Closed,0,SymmetricalOrAlternating,None,Neutral,Neutral,,0,v,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,0,416,381,1051,532,1215,1030,554,194,1756,934,2276,,,,,,4,0,4,0,,,0
lock,lock,D_01_078,,4.778,1.672,0.35,27,0,5.125,1.544,0.53,16,0,,,3.257,2.025,0.104,35,,3.46,Noun,534,1635,1101,2135,2,1.12,26,-0.54,1.94,1.14,18,-0.53,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,AsymmetricalSameHandshape,Circular,Hand,HandAway,FingerRadial,1,s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,96,18,208,1222,173,2010,1509,1694,0,1391,812,934,448,,,,,LOCK,3,0,3,0,,LOCK,0
lock_2,lock_2,H_02_017,,4.179,1.442,0.013,28,0,4.214,1.672,0.037,14,0,,,6.826,0.65,1.866,23,to lock,3.46,Verb,534,1268,734,1935,,,,,,,,,Perceptual,0,0,0,1,bent_1,1,i,Bent,0,,,Closed,0,AsymmetricalDifferentHandshape,None,Hand,Palm,,1,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,416,712,253,2010,1509,1694,0,0,1756,934,448,,,,,,0,1,0,1,,,0
lock_3,lock_3,K_02_067,,4.455,1.595,-0.085,25,0,4.3,1.337,0.225,11,0.09,,,4.5,1.668,0.362,24,LOCK,3.46,Verb,434,1602,1168,2236,,,,,,,,,,0,0,0,1,f,1,i,Curved,1,,,Open,1,DominanceViolation,Curved,Hand,HandAway,Other,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,682,96,20,634,712,579,532,1509,1694,0,0,812,1790,2276,,,,,,4,0,4,0,,,0
locker,locker,K_01_126,,2.4,1.242,-1.51,27,0,1.667,1.155,-1.749,11,0.73,,,2.28,1.429,-0.65,25,LOCKER,2.912,Noun,534,1768,1235,2269,,,,,,,,,,0,0,1,2,h,1,im,FullyOpen,0,0,0,Closed,0,DominanceViolation,Straight,Hand,FingerBack,,1,DominanceConditionViolation,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,682,53,0,1245,381,1051,2010,1509,1694,839,1391,1756,934,2276,,,,,,17,2,17,2,,,4
lollipop,lollipop,E_02_095,,3.281,1.871,-0.518,32,0,3.8,1.935,-0.221,15,0,,,4.806,1.759,0.116,31,,1.964,Noun,434,1034,601,1635,,,,,,,,,Pantomimic,0,0,0,1,baby_o,1,i,Bent,0,,,Open,1,OneHanded,Straight,Head,Mouth,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,1068,725,126,0,1245,712,253,2010,1215,1694,0,0,812,1790,2276,,,,,"LOLLIPOPstr	",17,8,17,8,,"LOLLIPOPstr	",7
lonely,lonely,B_03_078,,3.72,1.595,-0.528,25,0,3.571,1.453,-0.636,14,0,,,1.867,1.948,-0.493,30,,3.328,Adjective,567,1034,467,1869,1.94,1.34,31,-0.51,2,1.35,22,-0.45,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Straight,Head,Chin,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,0,1245,712,1051,2010,1215,1694,0,0,1756,934,2276,5,2,1,0,LONELY,31,16,31,16,,LONELY,9
long,long,G_01_059,,5.963,1.055,0.937,27,0,6,0.853,0.97,12,0,,,2.429,1.709,-0.517,28,,4.537,Adjective,534,1101,567,1735,,,,,,,,,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Curved,Arm,ForearmBack,ArmAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,31,1068,71,7,23,634,712,1051,2010,1509,1694,0,0,1756,934,2276,,,,,LONG,2,7,2,7,,LONG,1
long_ago,long_ago,J_01_026,,5.5,1.358,0.779,30,0,5.667,1.175,0.838,15,0,,,2.167,1.274,-0.496,24,a long time ago,,Adverb,400,1568,1168,2069,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Circular,Body,BodyAway,BodyAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,256,44,86,208,1222,1051,2010,1215,1694,839,1391,1756,1790,2276,,,,,"LONG-AGOneut	",2,2,2,2,,"LONG-AGOneut	",0
long_line,long_line,D_01_038,,4.593,1.526,0.235,27,0,4.813,1.515,0.346,16,0,1,1,4.4,1.821,0.549,30,,,Noun,601,1034,434,2002,4.62,1.5,26,0.78,4.56,1.5,18,0.77,,0,0,0,1,4,1,imrp,FullyOpen,0,1,0,Closed,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,1051,2010,1509,1694,554,1391,1756,934,2276,,,,,LINEpeople,7,7,7,7,long_line,LINEpeople,8
long_time,long_time,J_03_013,,5.138,1.246,0.58,29,0,5.333,1.234,0.601,15,0,,,2,1.977,-0.368,23,a long time,,Adverb,901,1702,801,2302,,,,,,,,,Arbitrary,0,0,0,1,y,1,p,FullyOpen,0,,,Open,0,OneHanded,Straight,Head,Forehead,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,107,342,1245,90,1051,2010,1509,1694,0,0,1756,1790,2276,,,,,"LONG-TIME	",9,4,9,4,,"LONG-TIME	",3
long_word,long_word,H_02_047,,4.143,1.86,0.031,28,0,3.929,2.056,-0.096,14,0,0,0,4.087,1.379,0.468,23,long word,,Noun,601,1168,567,1768,,,,,,,,,Perceptual,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,712,1051,2010,1509,1030,0,0,1756,934,2276,,,,,"LONG-WORD	",37,11,37,11,long_word,"LONG-WORD	",22
look_appearance,look_appearance,B_02_068,,4.68,1.345,0.018,25,0,4.714,1.267,0.024,14,0,,,5.633,2.045,1.411,30,,,Verb,434,1235,801,1902,3.9,1.8,31,0.54,3.82,1.71,22,0.53,,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Circular,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,179,342,208,712,1051,2010,1215,1030,0,0,1756,934,2276,5,1,1,-0.19,"LOOK-APPEARANCE	",8,9,8,9,,"LOOK-APPEARANCE	",6
look_at,look_at,B_01_041,,5.08,1.656,0.204,25,0,5.357,1.906,0.408,14,0,,,5.185,2.016,1.134,27,,,Verb,601,1068,467,1902,4.81,1.72,31,0.99,4.73,1.8,22,0.99,,0,0,0,1,flat_v,1,im,Flat,0,1,0,Closed,0,OneHanded,Straight,Head,Eye,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,43,342,1245,381,415,2010,1509,1694,554,1391,1756,934,2276,4,2,0,-0.19,LOOK,1,3,1,3,,LOOK,2
look_back,look_back,J_01_094,,4.833,1.464,0.391,30,0,5.067,1.223,0.465,15,0,,,3.208,1.474,-0.016,24,to reflect on something from the past,,Verb,601,1702,1101,2336,,,,,,,,,Arbitrary,0,0,0,1,v,1,im,FullyOpen,0,1,0,Closed,0,OneHanded,Curved,Head,Eye,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,43,342,634,381,1051,2010,1509,1694,554,1391,1756,934,2276,,,,,"LOOK-BACK	",4,2,4,2,,"LOOK-BACK	",2
look_for,look_for,B_03_045,,5.52,1.358,0.544,25,0,5.857,1.167,0.708,14,0,,,3.4,1.948,0.304,30,,,Verb,501,1134,634,1802,2.97,1.62,31,0.04,3,1.8,22,0.1,Arbitrary,0,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,OneHanded,Circular,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,1068,725,179,342,208,1222,579,2010,1215,1030,839,1391,1756,1790,2276,3,2,0,-0.16,SEARCH,0,3,0,3,,SEARCH,4
look_forward,look_forward,F_02_022,,5.259,1.163,0.528,27,0,5.429,1.222,0.581,14,0,,,3.968,2.041,0.012,31,LOOK AHEAD,,Verb,534,1668,1134,1969,,,,,,,,,Arbitrary,0,0,0,1,v,1,im,FullyOpen,0,1,0,Closed,0,SymmetricalOrAlternating,Curved,Head,Eye,HeadAway,1,v,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,725,43,342,634,381,1051,2010,1215,1694,554,1391,1756,934,2276,,,,,"LOOK-FORWARD	",4,0,4,0,,"LOOK-FORWARD	",0
look_like,look_like,G_03_029,,5.444,1.188,0.666,27,0,5.25,1.215,0.578,12,0,,,4.05,2.139,0.168,20,,,Verb,334,1435,1101,1969,,,,,,,,,Arbitrary,0,0,1,2,ily,1,ip,FullyOpen,0,,,Open,0,OneHanded,Circular,Head,HeadAway,HeadAway,0,,0,y,1,p,FullyOpen,0,,,Open,0,OneHanded,Straight,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,179,342,208,19,1051,2010,1509,1030,0,0,1756,1790,2276,,,,,LOOK-LIKE,0,0,0,0,,LOOK-LIKE,0
lose,lose,D_03_064,,4.077,1.324,-0.082,26,0,4.125,1.36,-0.082,16,0,,,1.478,2.009,-0.749,23,,3.923,Verb,567,1034,467,1768,1.46,0.99,26,-0.83,1.33,0.97,18,-0.86,Arbitrary,0,0,0,1,v,1,im,FullyOpen,0,1,0,Closed,0,AsymmetricalDifferentHandshape,BackAndForth,Hand,Palm,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,298,72,381,1051,2010,1509,1694,554,1391,1756,934,2276,,,,,"LOSE	",1,7,1,7,,"LOSE	",2
lose_game,lose_game,C_02_009,,3.867,1.57,-0.312,30,0,3.889,1.779,-0.378,18,0,,,2.074,2.025,-0.373,27,,,Verb,400,801,400,1735,1.63,1.03,30,-0.67,1.81,1.12,21,-0.63,Arbitrary,0,0,0,1,v,1,im,FullyOpen,0,1,0,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,1245,381,1051,2010,1509,1694,554,1391,1756,934,2276,3,1,-1,-0.16,LOSE,14,14,14,14,,LOSE,11
lost,lost,J_01_017,,4.828,1.649,0.343,30,0,4.929,1.685,0.355,15,0.07,1,1,1.833,1.373,-0.642,24,,4.145,Adjective,467,1335,868,1702,,,,,,,,,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,1051,2010,1509,1694,554,1391,1756,1790,448,,,,,LOST,13,5,13,5,lost,LOST,4
loud,loud,D_02_007,,3.808,1.386,-0.182,26,0,3.824,1.425,-0.234,17,0,,,3.226,2.166,0.132,31,,3.308,Adverb,634,1502,868,2135,2.81,1.33,26,-0.12,2.83,1.38,18,-0.07,Arbitrary,0,0,1,2,1,0,i,FullyOpen,0,,,Closed,0,SymmetricalOrAlternating,None,Head,Other,,1,1,0,s,0,imrp,FullyClosed,0,,0,Closed,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,725,67,0,416,712,1051,2010,1509,1694,0,0,1756,934,2276,,,,,LOUD,62,0,62,0,,LOUD,0
lousy,lousy,F_01_074,,5.333,1.441,0.588,27,0,5.214,1.424,0.492,14,0,,,2.097,1.193,-0.783,31,,3.083,Adjective,534,1201,667,1768,,,,,,,,,Arbitrary,0,0,0,1,3,1,im,FullyOpen,0,1,0,Open,0,OneHanded,Curved,Head,CheekNose,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,96,342,634,381,1051,2010,1509,1694,554,1391,1756,1790,2276,,,,,LOUSY,1,0,1,0,,LOUSY,0
love,love,G_01_068,,6.556,0.934,1.291,27,0,6.5,1,1.316,12,0,,,5.893,1.166,1.151,28,,4.755,Verb,534,1268,734,1869,,,,,,,,,Pantomimic,0,0,0,1,a,0,t,,,,,Open,,SymmetricalOrAlternating,None,Body,TorsoTop,,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,24,939,256,87,0,416,156,0,0,1509,1694,0,0,0,1790,2276,,,,,LOVEs,2,3,2,3,,LOVEs,3
loyal,loyal,D_03_017,,3.038,1.113,-0.643,26,0,3.25,0.931,-0.499,16,0,,,2.72,2.009,-0.122,25,,2.787,Adjective,434,1568,1134,2035,1.39,1.06,26,-0.86,1.39,1.2,18,-0.81,Arbitrary,1,0,0,1,l,0,i,FullyOpen,0,,,Open,0,OneHanded,Circular,Body,BodyAway,Clavicle,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,256,44,18,208,712,1051,2010,1509,1694,0,0,1756,1790,448,,,,,LOYAL,0,1,0,1,,LOYAL,1
luck,luck,H_03_009,,2.692,1.75,-0.708,28,1,2.667,1.211,-0.88,14,0.57,,,1.583,1.1,-0.762,24,,3.894,Adjective,501,1435,934,2002,,,,,,,,,Arbitrary,0,0,0,1,l,0,i,FullyOpen,0,,,Open,0,OneHanded,Straight,Head,Chin,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,342,1245,712,1051,2010,1215,1694,0,0,1756,1790,2276,,,,,LUCK,6,10,6,10,,LUCK,2
lucky,lucky,D_02_008,,4.704,1.171,0.284,27,0,4.824,1.334,0.306,17,0,,,1.29,2.166,-0.758,31,,3.864,Adjective,601,1201,601,1802,1.31,0.74,26,-0.91,1.39,0.85,18,-0.83,Arbitrary,0,0,0,1,open_8,1,m,Curved,0,,,Open,0,OneHanded,Straight,Head,Chin,HeadAway,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,342,1245,123,579,2010,1509,1694,0,0,1756,1790,448,,,,,LUCKY,5,0,5,0,,LUCKY,0
