EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Neighborhood Density
knock,,F_01_42,https://www.youtube.com/embed/dF0qKp3YW8A?rel=0&controls=0&showinfo=0,3.2960000000000003,,-0.516,,,,,,,,,,6.848,1.9680000000000002,1.641,33.0,,3.5189999999999997,Verb,,,,,,,,,,,,,,,,2,959.0,713.0,1195.0,Pantomimic,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,OneHanded,None,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
knock_off,,H_03_35,https://www.youtube.com/embed/H7xZNyn_Bv8?rel=0&controls=0&showinfo=0,2.4,,-1.12,,,,,,,,,,3.833,1.949,0.285,24.0,knock it off,,,,,,,,,,,,,,,,,,2,959.0,713.0,1195.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
know,know,C_01_048,https://www.youtube.com/embed/2kcUnM9ofAo?rel=0&controls=0&showinfo=0,5.767,1.501,0.8220000000000001,30.0,0.0,5.722,1.406,0.6920000000000001,18.0,0.0,,,4.633,1.921,0.883,30.0,,5.465,Verb,467.13,867.53,400.4,1534.87,925.0,75.0,13.0,3.0,1.0,30.0,0.0,3.0,2.0,21.0,0.0,0,1556.0,675.0,1696.0,,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Straight,Head,Forehead,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
know_nothing,,H_02_64,https://www.youtube.com/embed/NyftkCOqKk4?rel=0&controls=0&showinfo=0,4.75,,0.36700000000000005,,,,,,,,,,3.609,1.828,0.177,24.0,ignorant,,,,,,,,,,,,,,,,,,0,960.0,676.0,1174.0,Arbitrary,,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,OneHanded,Straight,Head,Forehead,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
label,,J_02_105,https://www.youtube.com/embed/vXz2jPHmpXU?rel=0&controls=0&showinfo=0,4.6,,0.265,,,,,,,,,,3.083,1.5859999999999999,-0.03,24.0,,,,,,,,,,,,,,,,,,,2,956.0,400.0,1036.0,Arbitrary,,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,Palm,Palm,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
lamp,lamp,D_03_037,https://www.youtube.com/embed/dsiMdRwRayc?rel=0&controls=0&showinfo=0,4.731,1.2819999999999998,0.316,26.0,0.0,4.813,1.3769999999999998,0.33399999999999996,16.0,0.0,,,3.625,2.009,0.28,24.0,,2.818,Noun,633.97,1434.77,800.8,2302.3,762.0,24.0,2.0,5.0,1.0,26.0,1.0,5.0,1.0,18.0,1.0,0,1720.0,810.0,1902.0,Arbitrary,0.0,0.0,0.0,1.0,spread_o,0.0,imrp,5,1.0,0.0,1.0,Open,Contact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
land,,G_02_66,https://www.youtube.com/embed/Pf3drdoGhp4?rel=0&controls=0&showinfo=0,3.1919999999999997,,-0.611,,,,,,,,,,4.093999999999999,1.995,0.392,32.0,LAND/ GROUND,3.653,Noun,,,,,,,,,,,,,,,,4,959.0,749.0,1217.0,,,0.0,0.0,1.0,flat_o,0.0,imrp,4,1.0,0.0,1.0,Open,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
language,language,A_01_067,https://www.youtube.com/embed/On09vGr9Y6k?rel=0&controls=0&showinfo=0,5.3870000000000005,1.476,0.726,31.0,0.0,5.778,1.3530000000000002,0.9620000000000001,18.0,0.0,,,1.579,2.048,-0.753,38.0,,3.253,Noun,600.6,1401.4,800.8,2268.94,875.0,74.0,7.0,1.0,1.0,31.0,-1.0,1.0,1.0,19.0,-1.0,0,1710.0,794.0,1885.0,Arbitrary,1.0,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
laptop,laptop,C_03_042,https://www.youtube.com/embed/mGP90xTPV9E?rel=0&controls=0&showinfo=0,5.792999999999999,1.2919999999999998,0.867,29.0,0.0,5.706,1.49,0.743,17.0,0.0,,,2.917,2.075,-0.013000000000000001,36.0,,2.25,Noun,333.67,834.17,500.5,1301.3,883.0,49.0,18.0,5.0,2.0,30.0,1.0,5.0,2.0,21.0,1.0,2,1459.0,678.0,1609.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Curved,Hand,Palm,HandAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
last,last,B_01_038,https://www.youtube.com/embed/IBAOSTCpuOg?rel=0&controls=0&showinfo=0,4.875,1.393,0.099,24.0,0.0,5.077,1.256,0.253,13.0,0.0,,,1.5190000000000001,2.016,-0.65,27.0,,4.567,Number,333.67,633.97,300.3,2168.84,669.0,5.0,0.0,2.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,1,1547.0,644.0,1676.0,Arbitrary,0.0,0.0,0.0,1.0,i,1.0,p,1,0.0,,,Closed,NoContact,AsymmetricalSameHandshape,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
last_week,,H_01_98,https://www.youtube.com/embed/9PkDpowjK00?rel=0&controls=0&showinfo=0,5.7139999999999995,,0.9309999999999999,,,,,,,,,,2.4290000000000003,1.709,-0.45399999999999996,28.0,last week,,,,,,,,,,,,,,,,,,2,971.0,1019.0,1408.0,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
late,late,C_01_013,https://www.youtube.com/embed/NgkUxTEXvoY?rel=0&controls=0&showinfo=0,5.067,1.3630000000000002,0.385,30.0,0.0,5.167000000000001,1.425,0.32299999999999995,18.0,0.0,,,1.7,1.921,-0.59,30.0,,4.138999999999999,Adjective,400.4,700.7,300.3,1601.6,923.0,44.0,12.0,1.0,1.0,30.0,-1.0,1.0,1.0,21.0,-1.0,0,1570.0,728.0,1730.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,1.0,0.0,0.0,Open,NoContact,OneHanded,None,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
later,later,D_01_077,https://www.youtube.com/embed/-6PULFrfQd0?rel=0&controls=0&showinfo=0,5.332999999999999,1.177,0.637,27.0,0.0,5.563,1.315,0.7340000000000001,16.0,0.0,,,2.75,2.025,-0.12300000000000001,36.0,,4.173,Adverb,533.87,1267.94,734.07,1768.44,923.0,48.0,12.0,2.0,1.0,26.0,-1.0,2.0,1.0,18.0,-1.0,0,1591.0,815.0,1787.0,Arbitrary,1.0,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
laugh,laugh,C_03_028,https://www.youtube.com/embed/tSZzDqLF3xA?rel=0&controls=0&showinfo=0,5.267,1.337,0.5429999999999999,30.0,0.0,5.611000000000001,1.037,0.625,18.0,0.0,,,4.75,2.075,0.851,36.0,,3.5060000000000002,Verb,367.03,767.43,400.4,1468.14,866.0,37.0,22.0,4.0,2.0,30.0,1.0,5.0,2.0,21.0,1.0,0,1534.0,640.0,1662.0,Pantomimic,1.0,0.0,0.0,1.0,l,0.0,i,1,1.0,,,Open,NoContact,SymmetricalOrAlternating,None,Head,Mouth,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
law,,F_03_78,https://www.youtube.com/embed/wqset55-YmU?rel=0&controls=0&showinfo=0,5.074,,0.456,,,,,,,,,,2.0,2.108,-0.763,32.0,,3.773,Noun,,,,,,,,,,,,,,,,2,962.0,640.0,1156.0,Arbitrary,1.0,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,FingerFront,Palm,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
lawnmower,lawnmower,B_03_064,https://www.youtube.com/embed/hROZQGm9kr0?rel=0&controls=0&showinfo=0,3.08,1.656,-0.956,25.0,0.0,3.0,1.797,-0.9670000000000001,14.0,0.0,36.0,29.0,3.8,1.9480000000000002,0.486,30.0,,1.3980000000000001,Noun,300.3,834.17,533.87,1668.34,772.0,80.0,12.0,4.0,2.0,31.0,1.0,4.0,2.0,22.0,1.0,2,1579.0,766.0,1754.0,Arbitrary,0.0,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
lawyer,lawyer,A_03_007,https://www.youtube.com/embed/IKS9zg8j5eQ?rel=0&controls=0&showinfo=0,3.84,1.463,-0.073,25.0,0.0,3.733,1.163,-0.087,15.0,0.0,,,1.476,2.153,-0.968,21.0,,3.608,Noun,367.03,1201.2,834.17,1534.87,745.0,26.0,0.0,1.0,1.0,31.0,-1.0,1.0,1.0,19.0,-1.0,2,1505.0,667.0,1646.0,Arbitrary,1.0,0.0,1.0,2.0,l,0.0,i,1,0.0,,,Open,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,FingerFront,Palm,1.0,B,0.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
lay_down,,J_02_004,https://www.youtube.com/embed/i-BD010atpU?rel=0&controls=0&showinfo=0,3.533,,-0.34700000000000003,,,,,,,,,,3.833,1.3730000000000002,0.32799999999999996,24.0,lay down,,,,,,,,,,,,,,,,,,2,962.0,867.0,1295.0,Arbitrary,,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,Palm,,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
lazy,lazy,A_02_050,https://www.youtube.com/embed/hFvU3T1d6L8?rel=0&controls=0&showinfo=0,5.407,1.421,0.8420000000000001,27.0,0.0,5.308,1.109,0.7709999999999999,13.0,0.0,,,1.567,2.074,-0.7020000000000001,30.0,,2.772,Adjective,300.3,1067.73,767.43,1434.77,861.0,22.0,3.0,1.0,1.0,31.0,-1.0,1.0,1.0,19.0,-1.0,0,1459.0,678.0,1609.0,Arbitrary,1.0,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,OneHanded,Straight,Body,Clavicle,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
lead,,J_01_046,https://www.youtube.com/embed/0Qo1xNzfONY?rel=0&controls=0&showinfo=0,5.0,,0.48,,,,,,,,,,2.08,1.256,-0.499,25.0,to lead,,,,,,,,,,,,,,,,,,3,978.0,1138.0,1500.0,Arbitrary,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,AsymmetricalDifferentHandshape,Straight,Hand,FingerTip,,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
leaf,leaf,D_02_083,https://www.youtube.com/embed/bGMfLhXj9UY?rel=0&controls=0&showinfo=0,2.68,1.406,-0.841,25.0,7.0,2.8,1.082,-0.7879999999999999,15.0,11.76,,,1.419,2.166,-0.695,31.0,,2.425,Noun,533.87,1101.1,567.23,1835.17,881.0,37.0,10.0,2.0,1.0,26.0,0.0,2.0,1.0,18.0,0.0,1,1600.0,809.0,1793.0,Arbitrary,0.0,0.0,0.0,1.0,l,0.0,i,1,1.0,,,Open,Contact,AsymmetricalSameHandshape,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
league,,H_01_92,https://www.youtube.com/embed/9zEWyagzJak?rel=0&controls=0&showinfo=0,3.3569999999999998,,-0.47200000000000003,,,,,,,,,,1.7080000000000002,1.268,-1.068,24.0,,,,,,,,,,,,,,,,,,,2,959.0,749.0,1217.0,Arbitrary,,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
leak,,F_02_38,https://www.youtube.com/embed/yIlMJUZBDxY?rel=0&controls=0&showinfo=0,4.0,,-0.128,,,,,,,,,,3.9330000000000003,2.218,0.243,30.0,,2.714,Verb,,,,,,,,,,,,,,,,0,973.0,1056.0,1436.0,Arbitrary,,0.0,0.0,1.0,4,1.0,imrp,1,0.0,1.0,0.0,Closed,NoContact,AsymmetricalSameHandshape,Straight,Hand,FingerUlnar,HandAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
learn,learn,B_01_042,https://www.youtube.com/embed/YSZVvM9gOJA?rel=0&controls=0&showinfo=0,6.2,1.0,0.9279999999999999,25.0,0.0,6.5,0.65,1.091,14.0,0.0,,,3.259,2.016,0.172,27.0,,3.782,Verb,433.77,900.9,467.13,1568.24,702.0,16.0,2.0,3.0,2.0,31.0,0.0,3.0,2.0,22.0,0.0,2,1562.0,700.0,1712.0,Arbitrary,0.0,0.0,1.0,2.0,flatspread_4,1.0,imrp,4,1.0,1.0,1.0,Open,NoContact,AsymmetricalDifferentHandshape,None,Hand,Palm,,1.0,B,0.0,flat_o,0.0,imrp,4,0.0,0.0,0.0,Open,Contact,OneHanded,Straight,Head,Forehead,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
learn_lesson,,E_02_41,https://www.youtube.com/embed/rTA-SEW8Kq8?rel=0&controls=0&showinfo=0,4.343999999999999,,0.061,,,,,,,,,,3.31,2.052,-0.157,29.0,LEARN A LESSON,3.782,Verb,,,,,,,,,,,,,,,,0,966.0,945.0,1351.0,Arbitrary,,0.0,1.0,2.0,spread_o,0.0,imrp,5,0.0,0.0,0.0,Open,Contact,OneHanded,Straight,Head,Forehead,,1.0,,0.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Straight,Head,Forehead,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
leather,,G_02_8,https://www.youtube.com/embed/C4YIgTddCm0?rel=0&controls=0&showinfo=0,2.333,,-1.1840000000000002,,,,,,,,,,1.719,1.995,-0.8190000000000001,32.0,,2.841,Noun,,,,,,,,,,,,,,,,2,956.0,400.0,1036.0,Arbitrary,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Body,Clavicle,BodyAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
leave,leave,B_02_084,https://www.youtube.com/embed/h0GFLqH0Q-c?rel=0&controls=0&showinfo=0,4.32,1.435,-0.198,25.0,0.0,4.2860000000000005,1.49,-0.207,14.0,0.0,,,2.467,2.045,-0.154,30.0,,4.456,Verb,433.77,767.43,333.67,1334.67,870.0,88.0,12.0,2.0,1.0,31.0,0.0,2.0,1.0,22.0,0.0,1,1475.0,673.0,1621.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,1.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
leave_alone,,H_03_105,https://www.youtube.com/embed/QRETu2qyK-4?rel=0&controls=0&showinfo=0,3.56,,-0.29100000000000004,,,,,,,,,,2.375,1.4080000000000001,-0.384,24.0,leave alone,,,,,,,,,,,,,,,,,,2,959.0,475.0,1070.0,Arbitrary,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,BackAndForth,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
lecture,lecture,C_03_048,https://www.youtube.com/embed/l-iyjQdh8Wo?rel=0&controls=0&showinfo=0,4.7330000000000005,1.3630000000000002,0.21899999999999997,30.0,0.0,5.0,1.188,0.275,18.0,0.0,,,1.8330000000000002,2.075,-0.539,36.0,,2.728,Noun,400.4,800.8,400.4,1501.5,943.0,70.0,32.0,2.0,2.0,30.0,0.0,3.0,2.0,21.0,0.0,1,1547.0,644.0,1676.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
left,,J_03_103,https://www.youtube.com/embed/tdI1lOdPIFU?rel=0&controls=0&showinfo=0,4.4639999999999995,,0.162,,,,,,,,,,5.0,1.8519999999999999,1.2109999999999999,22.0,left (direction),,,,,,,,,,,,,,,,,,0,953.0,319.0,1005.0,Both,,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
lemon,lemon,A_01_069,https://www.youtube.com/embed/hBqlih3zzig?rel=0&controls=0&showinfo=0,4.452,1.588,0.222,31.0,0.0,4.111000000000001,1.41,0.07400000000000001,18.0,0.0,,,1.514,2.048,-0.7759999999999999,37.0,,2.7880000000000003,Noun,633.97,1301.3,667.33,2469.14,801.0,86.0,22.0,1.0,1.0,31.0,-1.0,1.0,0.0,19.0,-1.0,0,1721.0,814.0,1904.0,Arbitrary,1.0,0.0,0.0,1.0,l,0.0,i,1,1.0,,,Open,NoContact,OneHanded,None,Head,Chin,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
lend,,J_01_088,https://www.youtube.com/embed/qArvxAyRHgI?rel=0&controls=0&showinfo=0,3.333,,-0.439,,,,,,,,,,3.04,1.567,-0.09699999999999999,25.0,,,,,,,,,,,,,,,,,,,4,961.0,828.0,1268.0,Arbitrary,,0.0,0.0,1.0,p,1.0,im,Stacked,0.0,,0.0,Open,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
lesbian,,H_01_57,https://www.youtube.com/embed/v4P7lW4FdVI?rel=0&controls=0&showinfo=0,4.143,,0.042,,,,,,,,,,2.625,2.081,-0.628,24.0,,,,,,,,,,,,,,,,,,,0,959.0,475.0,1070.0,Arbitrary,,0.0,0.0,1.0,l,0.0,i,1,0.0,,,Open,NoContact,OneHanded,Straight,Head,Chin,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650
less,,E_02_43,https://www.youtube.com/embed/Grr7EMLkX5U?rel=0&controls=0&showinfo=0,4.438,,0.083,,,,,,,,,,4.433,2.052,0.302,30.0,,3.753,Adjective,,,,,,,,,,,,,,,,2,959.0,475.0,1070.0,,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0.0,C,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
