EntryID,LemmaID,Code,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List,Neighborhood Density
half,,F_03_40,5.0,,0.39399999999999996,,,,,,,,,,3.7880000000000003,2.108,0.07200000000000001,33.0,,4.007,Noun,,,,,,,,,,,,,,,0,959.0,749.0,1217.0,Arbitrary,,1.0,0.0,2.0,1,0.0,i,1,,,,Closed,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,v,1.0,im,1,,1.0,,Closed,NoContact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,40,3,0
half_hour,,J_02_024,4.933,,0.474,,,,,,,,,,2.625,1.952,-0.22,24.0,half hour,,,,,,,,,,,,,,,,,2,962.0,640.0,1156.0,Arbitrary,,0.0,0.0,1.0,closed_b,0.0,imrp,1,1.0,0.0,0.0,Closed,NoContact,AsymmetricalSameHandshape,Curved,Hand,FingerFront,Palm,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,24,2,0
hall,,F_01_97,3.556,,-0.405,,,,,,,,,,3.485,1.9680000000000002,0.001,33.0,,4.38,Noun,,,,,,,,,,,,,,,0,962.0,640.0,1156.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,97,1,0
halloween_1,,G_03_11,3.407,,-0.475,,,,,,,,,,2.2,2.021,-0.5,20.0,,2.824,Noun,,,,,,,,,,,,,,,2,963.0,591.0,1130.0,Arbitrary,,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,11,3,0
halloween_2,,G_02_35,3.815,,-0.23600000000000002,,,,,,,,,,2.656,1.995,-0.326,32.0,,2.824,Noun,,,,,,,,,,,,,,,2,960.0,676.0,1174.0,Arbitrary,,0.0,0.0,1.0,v,1.0,im,1,0.0,1.0,1.0,Closed,NoContact,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,35,2,0
hamburger,hamburger,A_01_004,4.428999999999999,1.72,0.109,21.0,0.0,4.167,1.899,0.016,12.0,0.0,,,3.64,1.705,-0.228,25.0,,2.6,Noun,66.73,1001.0,934.27,703.0,7.0,0.0,4.0,1.0,31.0,0.0,3.0,1.0,19.0,0.0,2,1387.0,936.0,1674.0,Arbitrary,0.0,0.0,1.0,2.0,spread_o,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,spread_o,0.0,imrp,5,0.0,0.0,0.0,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,4,1,0
hammer,hammer,C_02_021,2.5,1.456,-1.095,30.0,0.0,2.667,1.495,-1.093,18.0,0.0,63.0,67.0,5.968,1.821,1.42,31.0,,2.804,Noun,433.77,967.63,533.87,844.0,15.0,1.0,5.0,2.0,30.0,1.0,5.0,1.0,21.0,1.0,1,1585.0,792.0,1772.0,Pantomimic,0.0,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Open,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,21,2,0
hamster_1,,E_03_73,3.0669999999999997,,-0.617,,,,,,,,,,1.406,2.0180000000000002,-0.9209999999999999,32.0,,2.041,Noun,,,,,,,,,,,,,,,1,953.0,319.0,1005.0,Arbitrary,1.0,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,OneHanded,Straight,Head,CheekNose,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,73,3,0
hand_soap,,G_01_89,3.593,,-0.332,,,,,,,,,,6.332999999999999,1.85,1.5290000000000001,30.0,,2.89,Verb,,,,,,,,,,,,,,,1,929.0,1352.0,1640.0,,,0.0,1.0,2.0,1,0.0,i,1,1.0,,,Closed,NoContact,AsymmetricalDifferentHandshape,None,Hand,HandAway,HandAway,0.0,B,0.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Circular,Hand,Palm,Palm,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,89,1,0
handcuffs,,G_01_88,2.889,,-0.735,,,,,,,,,,5.667000000000001,1.85,1.1059999999999999,30.0,,2.4219999999999997,Noun,,,,,,,,,,,,,,,0,952.0,324.0,1005.0,,,0.0,1.0,2.0,curved_l,1.0,i,5,0.0,,,Open,NoContact,OneHanded,None,Arm,WristBack,,1.0,,0.0,curved_l,1.0,i,5,0.0,,,Open,NoContact,OneHanded,None,Arm,WristBack,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,88,1,0
hands,,G_01_65,4.815,,0.341,,,,,,,,,,4.379,1.85,0.485,29.0,,4.154,Noun,,,,,,,,,,,,,,,0,962.0,640.0,1156.0,Pantomimic,,0.0,1.0,2.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Straight,Hand,PalmBack,FingerBack,1.0,,0.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Straight,Hand,PalmBack,FingerBack,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,65,1,0
hands_off,,H_02_27,4.7860000000000005,,0.43700000000000006,,,,,,,,,,3.0,1.694,-0.075,24.0,hands off,,,,,,,,,,,,,,,,,2,984.0,1310.0,1638.0,Arbitrary,,0.0,0.0,1.0,open_8,1.0,m,4,1.0,,,Open,NoContact,SymmetricalOrAlternating,None,Body,Shoulder,BodyAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,27,2,0
handsome,,J_03_018,2.167,,-1.421,,,,,,,,,,1.909,1.109,-0.44799999999999995,22.0,,,,,,,,,,,,,,,,,,3,960.0,788.0,1242.0,Arbitrary,,0.0,0.0,1.0,open_8,1.0,m,4,0.0,,,Open,NoContact,OneHanded,Curved,Head,Chin,Forehead,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,18,3,0
handsome_1,,F_01_3,4.346,,0.055,,,,,,,,,,2.394,1.9680000000000002,-0.49200000000000005,33.0,,3.227,Adjective,,,,,,,,,,,,,,,1,969.0,982.0,1380.0,Arbitrary,,0.0,1.0,2.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,Circular,Head,HeadAway,HeadAway,0.0,,0.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Straight,Hand,Palm,FingerFront,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,3,1,0
handsome_2,,G_01_98,2.158,,-1.15,,,,,,,,,,1.935,1.85,-0.637,31.0,,3.227,Adjective,,,,,,,,,,,,,,,2,960.0,676.0,1174.0,Arbitrary,1.0,0.0,0.0,1.0,flat_v,1.0,im,4,0.0,0.0,0.0,Closed,NoContact,OneHanded,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,98,1,0
handsome_3,,E_03_41,3.0669999999999997,,-0.621,,,,,,,,,,1.633,2.0180000000000002,-0.8220000000000001,30.0,,3.227,Adjective,,,,,,,,,,,,,,,1,953.0,319.0,1005.0,Arbitrary,,0.0,0.0,1.0,open_e,1.0,imrp,2,1.0,0.0,0.0,Open,Contact,OneHanded,None,Head,Chin,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,41,3,0
hang,,E_02_63,2.565,,-0.946,,,,,,,,,,5.75,2.052,0.9390000000000001,28.0,TO BE HANGED,3.877,Verb,,,,,,,,,,,,,,,1,982.0,1348.0,1667.0,,,0.0,0.0,1.0,spread_o,0.0,imrp,5,1.0,0.0,0.0,Open,Contact,OneHanded,Straight,Body,Neck,BodyAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,63,2,0
hanukkah,,G_02_30,3.667,,-0.31,,,,,,,,,,3.548,1.995,0.07200000000000001,31.0,,1.7919999999999998,Noun,,,,,,,,,,,,,,,1,962.0,640.0,1156.0,Arbitrary,,0.0,0.0,1.0,4,1.0,imrp,1,0.0,1.0,0.0,Closed,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,30,2,0
happen,happen,B_03_080,5.207999999999999,1.4140000000000001,0.34,24.0,0.0,5.462000000000001,1.266,0.444,13.0,0.0,,,1.867,1.9480000000000002,-0.47,30.0,,4.113,Verb,333.67,867.53,533.87,830.0,29.0,3.0,2.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,2,1556.0,675.0,1696.0,Arbitrary,0.0,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,80,3,0
happy,happy,C_03_078,5.7,1.264,0.83,30.0,0.0,6.111000000000001,1.2309999999999999,0.9420000000000001,18.0,0.0,,,3.25,2.075,0.141,36.0,,4.23,Adjective,467.13,967.63,500.5,846.0,28.0,3.0,2.0,1.0,30.0,0.0,2.0,2.0,21.0,0.0,1,1562.0,700.0,1712.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Body,TorsoTop,BodyAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,78,3,0
hard,hard,C_01_036,5.792999999999999,1.082,0.8390000000000001,29.0,0.0,6.117999999999999,0.9279999999999999,0.935,17.0,0.0,,,2.233,1.921,-0.32799999999999996,30.0,,4.196000000000001,Adjective,400.4,767.43,367.03,658.0,10.0,1.0,2.0,1.0,30.0,-1.0,2.0,1.0,21.0,-1.0,2,1475.0,673.0,1621.0,Arbitrary,0.0,0.0,0.0,1.0,bent_v,1.0,im,2,0.0,1.0,0.0,Closed,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,36,1,0
hard_of_hearing,,J_01_050,4.367,,0.11,,,,,,,,,,1.52,1.295,-0.76,25.0,hard of hearing,,,,,,,,,,,,,,,,,2,963.0,591.0,1130.0,Arbitrary,1.0,1.0,0.0,2.0,h,1.0,im,1,,0.0,,Closed,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,h,1.0,im,1,,0.0,,Closed,NoContact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,50,1,0
harmonica,,G_03_54,1.75,,-1.281,,,,,,,,,,6.143,2.021,1.374,21.0,,1.954,Noun,,,,,,,,,,,,,,,1,971.0,1019.0,1408.0,,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,54,3,0
harp,,F_02_73,1.6669999999999998,,-1.444,,,,,,,,,,6.547999999999999,2.218,1.472,31.0,,2.13,Noun,,,,,,,,,,,,,,,1,980.0,1173.0,1529.0,,,0.0,0.0,1.0,5,0.0,imrp,1,1.0,1.0,1.0,Open,NoContact,OneHanded,Straight,Arm,ArmAway,ArmAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,73,2,0
hat,hat,A_02_045,4.407,1.3940000000000001,0.3,27.0,0.0,4.385,1.044,0.28800000000000003,13.0,0.0,,,5.033,2.074,0.941,30.0,,3.515,Noun,467.13,900.9,433.77,925.0,75.0,13.0,5.0,2.0,31.0,1.0,5.0,2.0,19.0,1.0,0,1357.0,1161.0,1787.0,Both,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Straight,Head,HeadTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,45,2,0
hatbrim,,J_03_106,3.345,,-0.478,,,,,,,,,,5.136,1.781,1.224,22.0,hat,,,,,,,,,,,,,,,,,2,960.0,676.0,1174.0,Pantomimic,,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Open,Contact,OneHanded,Curved,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,106,3,0
hatch,,J_02_069,1.824,,-1.5219999999999998,,,,,,,,,,3.292,1.429,0.067,24.0,to hatch,,,,,,,,,,,,,,,,,2,956.0,400.0,1036.0,Arbitrary,,0.0,0.0,1.0,curved_v,1.0,im,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,69,2,0
hate,,F_02_78,5.407,,0.636,,,,,,,,,,4.0,2.218,0.33,31.0,,4.039,Verb,,,,,,,,,,,,,,,1,952.0,324.0,1005.0,Both,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Head,Chin,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,78,2,0
have,have,B_03_057,6.125,1.035,0.9159999999999999,24.0,0.0,6.308,0.855,0.997,13.0,0.0,,,3.533,1.9480000000000002,0.369,30.0,,5.497000000000001,Verb,500.5,834.17,333.67,698.0,5.0,0.0,2.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,1,1547.0,644.0,1676.0,Arbitrary,0.0,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Body,TorsoTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,57,3,0
hawaii,,J_03_054,3.793,,-0.174,,,,,,,,,,1.227,0.685,-0.782,22.0,,,,,,,,,,,,,,,,,,2,984.0,1239.0,1583.0,Arbitrary,,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,OneHanded,Circular,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,54,3,0
he,,F_02_44,6.407,,1.177,,,,,,,,,,3.2260000000000004,2.218,-0.06,31.0,,5.591,Minor,,,,,,,,,,,,,,,0,957.0,308.0,1005.0,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,44,2,0
head,,E_03_44,4.367,,0.094,,,,,,,,,,5.207000000000001,2.0180000000000002,0.948,29.0,,4.2780000000000005,Noun,,,,,,,,,,,,,,,1,960.0,676.0,1174.0,Pantomimic,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,OneHanded,Straight,Head,Forehead,Chin,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,44,3,0
head_back,,H_03_100,4.154,,-0.001,,,,,,,,,,2.25,1.567,-0.405,24.0,blown away (shocked),,,,,,,,,,,,,,,,,1,962.0,640.0,1156.0,Arbitrary,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,100,3,0
head_grind,,E_03_33,3.2760000000000002,,-0.489,,,,,,,,,,3.167,2.0180000000000002,-0.083,30.0,MEMORIZE,,Verb,,,,,,,,,,,,,,,0,982.0,1348.0,1667.0,Arbitrary,,0.0,1.0,2.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,None,Head,Forehead,,1.0,,0.0,,,imrp,7,0.0,0.0,0.0,Closed,NoContact,AsymmetricalDifferentHandshape,Circular,Hand,Palm,Palm,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,33,3,0
headache,headache,B_01_027,5.48,1.358,0.5489999999999999,25.0,0.0,5.2139999999999995,1.4240000000000002,0.35200000000000004,14.0,0.0,,,4.926,2.016,0.995,27.0,,2.8569999999999998,Noun,467.13,967.63,500.5,819.0,9.0,4.0,4.0,2.0,31.0,1.0,4.0,2.0,22.0,1.0,1,1575.0,749.0,1743.0,,0.0,0.0,0.0,1.0,flat_1,0.0,i,4,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,27,1,0
headcold,,J_02_025,4.6,,0.29,,,,,,,,,,4.292,1.546,0.563,24.0,head cold,,,,,,,,,,,,,,,,,1,960.0,676.0,1174.0,Pantomimic,,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Open,Contact,OneHanded,Straight,Head,CheekNose,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,25,2,0
headphones,headphones,C_01_054,1.63,1.043,-1.676,27.0,10.0,1.5330000000000001,0.915,-1.8159999999999998,15.0,16.67,,,6.5,1.921,1.893,30.0,,1.909,Noun,567.23,1034.37,467.13,843.0,25.0,8.0,5.0,2.0,30.0,1.0,5.0,2.0,21.0,1.0,0,1620.0,780.0,1798.0,,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Head,Other,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,54,1,0
health,health,B_02_083,4.72,1.429,0.05,25.0,0.0,4.571000000000001,1.3419999999999999,-0.040999999999999995,14.0,0.0,,,1.733,2.045,-0.483,30.0,,3.313,Verb,367.03,900.9,533.87,696.0,16.0,4.0,2.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,1,1575.0,749.0,1743.0,Arbitrary,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,1.0,Open,Contact,SymmetricalOrAlternating,Straight,Body,Shoulder,BodyAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,83,2,0
heap,,H_03_96,4.2860000000000005,,0.115,,,,,,,,,,4.792,1.444,0.76,24.0,,,,,,,,,,,,,,,,,,1,962.0,640.0,1156.0,Perceptual,,0.0,0.0,1.0,curved_b,0.0,imrp,5,0.0,0.0,0.0,Closed,NoContact,OneHanded,Curved,Arm,ArmAway,ArmAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,96,3,0
hear,,E_01_97,5.029,,0.38,,,,,,,,,,6.36,2.198,1.361,25.0,,4.452,Verb,,,,,,,,,,,,,,,0,962.0,640.0,1156.0,Pantomimic,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,None,Head,Other,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,97,1,0
hear_2(3),,J_02_006,3.533,,-0.312,,,,,,,,,,6.625,0.875,1.745,24.0,hear,,,,,,,,,,,,,,,,,0,955.0,315.0,1005.0,Both,,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,OneHanded,Straight,Head,Other,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,6,2,0
