Code,MajorLocation,SignType,Movement,ThumbPosition
D_03_011,Head,OneHanded,Straight,Open
H_01_32,Body,SymmetricalOrAlternating,Circular,Open
H_02_24,Head,OneHanded,None,Closed
D_02_088,Neutral,SymmetricalOrAlternating,None,Open
J_03_086,Neutral,SymmetricalOrAlternating,Circular,Open
B_03_007,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_010,Hand,AsymmetricalDifferentHandshape,Straight,Closed
E_01_57,Hand,AsymmetricalSameHandshape,Circular,Closed
H_01_93,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_03_47,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_02_073,Neutral,SymmetricalOrAlternating,Curved,Open
E_01_32,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_55,Neutral,SymmetricalOrAlternating,Curved,Closed
A_03_049,Body,AsymmetricalSameHandshape,Straight,Open
C_03_073,Head,OneHanded,Curved,Open
F_01_23,Neutral,OneHanded,Curved,Open
H_03_28,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_90,Hand,AsymmetricalDifferentHandshape,Straight,Open
K_01_115,Head,OneHanded,None,Closed
K_02_059,Head,OneHanded,Straight,Closed
B_03_036,Head,SymmetricalOrAlternating,Straight,Open
A_02_087,Hand,AsymmetricalSameHandshape,Straight,Open
A_02_026,Hand,AsymmetricalSameHandshape,Straight,Open
K_03_049,Hand,AsymmetricalDifferentHandshape,Straight,Open
K_01_012,Neutral,AsymmetricalDifferentHandshape,Straight,Open
K_02_105,Hand,AsymmetricalSameHandshape,Straight,Open
D_03_093,Head,SymmetricalOrAlternating,Straight,Open
K_03_117,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
F_01_96,Neutral,SymmetricalOrAlternating,Straight,Open
C_03_056,Neutral,SymmetricalOrAlternating,Curved,Closed
J_01_041,Neutral,SymmetricalOrAlternating,Straight,Open
H_01_52,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_75,Neutral,SymmetricalOrAlternating,Circular,Open
J_03_017,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_03_99,Neutral,SymmetricalOrAlternating,BackAndForth,Closed
E_03_48,Head,SymmetricalOrAlternating,Straight,Closed
A_02_024,Head,OneHanded,None,Closed
G_01_74,Head,OneHanded,Straight,Open
D_02_068,Head,OneHanded,Curved,Closed
G_03_21,Head,SymmetricalOrAlternating,Circular,Closed
D_02_009,Head,OneHanded,None,Open
A_02_017,Neutral,SymmetryViolation,Curved,Open
G_03_51,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_01_052,Head,OneHanded,Straight,Open
G_03_83,Neutral,OneHanded,None,Open
J_01_072,Neutral,OneHanded,Curved,Open
G_03_96,Arm,OneHanded,Straight,Closed
A_02_044,Body,SymmetricalOrAlternating,Straight,Open
D_01_029,Head,SymmetricalOrAlternating,Circular,Open
H_02_72,Neutral,OneHanded,BackAndForth,Closed
B_02_062,Head,OneHanded,Circular,Closed
E_03_39,Neutral,SymmetricalOrAlternating,None,Open
F_02_76,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_03_081,Hand,AsymmetricalDifferentHandshape,Circular,Open
H_02_52,Arm,OneHanded,Straight,Closed
J_03_078,Neutral,SymmetricalOrAlternating,Straight,Open
B_02_036,Head,OneHanded,None,Open
C_02_027,Head,OneHanded,None,Open
H_01_89,Head,SymmetricalOrAlternating,None,Open
A_02_089,Hand,AsymmetricalDifferentHandshape,Other,Open
K_01_010,Hand,AsymmetricalDifferentHandshape,Other,Open
E_01_6,Neutral,OneHanded,Curved,Open
A_03_031,Head,OneHanded,Curved,Open
F_01_80,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_016,Neutral,SymmetricalOrAlternating,Other,Open
C_02_048,Head,OneHanded,Straight,Open
B_02_085,Neutral,OneHanded,None,Open
G_02_1,Neutral,OneHanded,None,Open
J_01_042,Neutral,SymmetricalOrAlternating,Straight,Open
K_02_095,Neutral,OneHanded,Straight,Open
E_02_10,Hand,AsymmetricalSameHandshape,Straight,Closed
E_03_100,Body,SymmetricalOrAlternating,Curved,Open
J_02_094,Hand,AsymmetricalSameHandshape,Circular,Closed
J_01_001,Neutral,SymmetricalOrAlternating,Curved,Open
B_02_042,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_036,Neutral,OneHanded,Straight,Open
C_01_057,Head,OneHanded,Curved,Open
D_02_013,Head,OneHanded,Curved,Open
E_03_57,Neutral,SymmetryViolation,Straight,Open
G_01_8,Body,OneHanded,Curved,Open
F_01_93,Body,OneHanded,Curved,Open
D_03_085,Body,OneHanded,Straight,Open
A_02_077,Arm,OneHanded,Curved,Open
C_02_058,Body,OneHanded,Curved,Open
G_02_10,Head,OneHanded,Straight,Closed
D_02_046,Neutral,OneHanded,None,Open
K_03_105,Neutral,OneHanded,None,Open
K_01_069,Neutral,OneHanded,Curved,Open
G_03_3,Body,SymmetricalOrAlternating,Circular,Open
E_03_67,Neutral,SymmetricalOrAlternating,Straight,Open
H_01_90,Head,OneHanded,Straight,Open
G_02_103,Neutral,OneHanded,None,Open
A_02_056,Head,OneHanded,Straight,Open
K_02_053,Head,OneHanded,Other,Open
E_02_80,Head,OneHanded,BackAndForth,Open
C_02_081,Head,SymmetricalOrAlternating,Curved,Closed
G_03_16,Head,SymmetricalOrAlternating,Curved,Closed
B_02_078,Head,OneHanded,Straight,Open
K_03_056,Head,OneHanded,Other,Open
K_01_091,Head,OneHanded,Circular,Open
F_03_40,Neutral,OneHanded,Straight,Closed
J_02_024,Hand,AsymmetricalSameHandshape,Curved,Closed
F_01_97,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_11,Head,SymmetricalOrAlternating,Curved,Open
G_02_35,Head,SymmetricalOrAlternating,Straight,Closed
A_01_004,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_021,Neutral,OneHanded,Straight,Open
E_03_73,Head,OneHanded,Straight,Closed
G_01_89,Hand,AsymmetricalDifferentHandshape,None,Closed
G_01_88,Arm,OneHanded,None,Open
G_01_65,Hand,AsymmetricalSameHandshape,Straight,Open
H_02_27,Body,SymmetricalOrAlternating,None,Open
J_03_018,Head,OneHanded,Curved,Open
F_01_3,Head,OneHanded,Circular,Closed
G_01_98,Head,OneHanded,Straight,Closed
E_03_41,Head,OneHanded,None,Open
E_02_63,Body,OneHanded,Straight,Open
K_02_069,Neutral,SymmetricalOrAlternating,Straight,Open
G_02_30,Neutral,SymmetricalOrAlternating,Curved,Closed
B_03_080,Neutral,SymmetricalOrAlternating,Curved,Closed
C_03_078,Body,OneHanded,Curved,Open
C_01_036,Neutral,SymmetricalOrAlternating,Straight,Closed
J_01_050,Neutral,OneHanded,Curved,Closed
G_03_54,Head,SymmetricalOrAlternating,Straight,Open
F_02_73,Arm,OneHanded,Straight,Open
A_02_045,Head,OneHanded,Straight,Open
K_03_099,Head,SymmetricalOrAlternating,Straight,Open
J_03_106,Head,OneHanded,Curved,Open
J_02_069,Neutral,SymmetricalOrAlternating,Curved,Open
K_01_007,Neutral,SymmetricalOrAlternating,Curved,Open
F_02_78,Head,SymmetricalOrAlternating,Curved,Open
B_03_057,Body,SymmetricalOrAlternating,Straight,Open
J_03_054,Head,OneHanded,Circular,Closed
F_02_44,Neutral,OneHanded,Straight,Closed
E_03_44,Head,OneHanded,Straight,Open
H_03_100,Neutral,OneHanded,Straight,Closed
E_03_33,Head,OneHanded,None,Closed
B_01_027,Head,SymmetricalOrAlternating,Straight,Closed
J_02_025,Head,OneHanded,Straight,Open
C_01_054,Head,SymmetricalOrAlternating,Straight,Open
B_02_083,Body,SymmetricalOrAlternating,Straight,Open
H_03_96,Arm,OneHanded,Curved,Closed
E_01_97,Head,OneHanded,None,Closed
J_02_006,Head,OneHanded,Straight,Open
C_02_023,Head,OneHanded,Circular,Closed
B_01_015,Head,OneHanded,Straight,Open
B_03_066,Body,SymmetricalOrAlternating,BackAndForth,Open
E_03_97,Body,OneHanded,None,Open
H_02_63,Body,OneHanded,Straight,Open
A_02_075,Neutral,SymmetricalOrAlternating,Other,Open
F_01_85,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_042,Hand,AsymmetricalDifferentHandshape,Curved,Open
G_03_8,Neutral,OneHanded,Straight,Closed
D_02_055,Head,OneHanded,Straight,Closed
D_02_034,Head,SymmetricalOrAlternating,Curved,Open
D_01_042,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_02_41,Neutral,OneHanded,None,Closed
D_01_089,Neutral,SymmetricalOrAlternating,Circular,Open
G_02_25,Head,OneHanded,None,Open
C_02_045,Neutral,OneHanded,Curved,Closed
F_02_8,Hand,AsymmetricalDifferentHandshape,Straight,Open
C_02_060,Neutral,OneHanded,None,Closed
G_01_20,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_03_41,Hand,AsymmetricalSameHandshape,Curved,Closed
C_01_069,Neutral,SymmetricalOrAlternating,Curved,Open
F_02_58,Neutral,OneHanded,Straight,Open
A_02_036,Neutral,OneHanded,Curved,Closed
F_02_5,Neutral,OneHanded,Curved,Closed
J_02_034,Body,OneHanded,Straight,Open
B_01_035,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_01_7,Hand,AsymmetricalSameHandshape,Straight,Open
F_02_80,Neutral,SymmetricalOrAlternating,None,Open
E_03_93,Head,OneHanded,Straight,Open
H_02_75,Neutral,SymmetricalOrAlternating,None,Open
E_02_3,Neutral,SymmetricalOrAlternating,None,Open
D_03_031,Body,SymmetricalOrAlternating,Straight,Open
G_01_72,Hand,AsymmetricalDifferentHandshape,Straight,Closed
B_03_063,Head,OneHanded,Straight,Open
A_03_003,Head,OneHanded,Curved,Open
B_01_028,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_02_64,Head,OneHanded,Circular,Closed
J_03_052,Head,OneHanded,Other,Closed
G_02_4,Head,OneHanded,None,Open
H_01_74,Neutral,OneHanded,Straight,Open
C_03_079,Head,SymmetricalOrAlternating,Curved,Closed
H_03_104,Head,SymmetricalOrAlternating,Curved,Open
E_03_25,Neutral,OneHanded,Curved,Closed
D_02_085,Head,OneHanded,None,Closed
D_03_049,Head,SymmetricalOrAlternating,Curved,Open
A_01_029,Head,OneHanded,None,Open
E_02_54,Neutral,OneHanded,Straight,Open
B_02_026,Arm,OneHanded,Straight,Closed
J_02_022,Head,OneHanded,Straight,Open
F_02_93,Head,OneHanded,Curved,Open
E_01_26,Neutral,SymmetricalOrAlternating,None,Open
B_03_067,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_053,Hand,AsymmetricalDifferentHandshape,None,Open
C_02_072,Hand,AsymmetricalDifferentHandshape,Circular,Closed
D_03_086,Neutral,SymmetricalOrAlternating,Curved,Open
D_02_082,Neutral,SymmetricalOrAlternating,Curved,Open
F_02_86,Hand,AsymmetricalSameHandshape,Curved,Open
J_02_019,Head,OneHanded,Straight,Open
G_02_36,Body,SymmetricalOrAlternating,None,Open
A_01_009,Head,OneHanded,None,Closed
H_03_63,Head,OneHanded,Straight,Closed
H_03_27,Neutral,OneHanded,Straight,Open
C_01_010,Body,OneHanded,Straight,Open
B_01_025,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_12,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_01_36,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_02_61,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_75,Neutral,SymmetricalOrAlternating,Straight,Closed
E_01_2,Neutral,SymmetricalOrAlternating,Circular,Closed
D_01_082,Head,OneHanded,None,Open
F_03_24,Neutral,SymmetricalOrAlternating,None,Open
F_01_102,Neutral,OneHanded,Straight,Open
G_03_20,Neutral,OneHanded,None,Closed
A_02_013,Head,OneHanded,Curved,Closed
D_01_085,Head,OneHanded,Straight,Closed
H_03_71,Hand,AsymmetricalDifferentHandshape,Straight,Closed
G_03_17,Head,OneHanded,Straight,Closed
D_03_069,Head,OneHanded,Curved,Closed
B_03_018,Head,SymmetricalOrAlternating,Circular,Closed
G_01_82,Head,OneHanded,Straight,Closed
E_02_32,Head,OneHanded,None,Closed
D_02_051,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
B_01_081,Neutral,SymmetricalOrAlternating,Curved,Open
B_01_032,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_02_32,Hand,AsymmetricalDifferentHandshape,Curved,Open
H_02_3,Arm,OneHanded,Curved,Open
E_03_62,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_01_56,Hand,AsymmetricalSameHandshape,Straight,Open
J_03_080,Neutral,SymmetricalOrAlternating,Curved,Open
J_03_040,Neutral,SymmetricalOrAlternating,Curved,Closed
C_03_009,Head,OneHanded,None,Open
J_02_032,Hand,AsymmetricalSameHandshape,Curved,Open
H_02_57,Neutral,OneHanded,Straight,Closed
H_02_31,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_03_048,Head,OneHanded,Straight,Open
D_03_009,Arm,OneHanded,Straight,Open
G_02_62,Head,SymmetricalOrAlternating,Curved,Closed
H_01_47,Hand,AsymmetricalSameHandshape,Straight,Open
G_02_51,Body,SymmetricalOrAlternating,Curved,Open
F_01_95,Body,OneHanded,Straight,Open
H_03_83,Neutral,OneHanded,Straight,Open
H_01_79,Neutral,SymmetricalOrAlternating,Circular,Open
J_02_047,Neutral,AsymmetricalSameHandshape,Straight,Closed
A_03_006,Neutral,OneHanded,Curved,Closed
D_02_030,Neutral,OneHanded,Straight,Closed
H_02_80,Head,OneHanded,Straight,Closed
G_02_40,Head,OneHanded,None,Closed
B_03_038,Body,SymmetricalOrAlternating,Straight,Open
F_02_14,Head,SymmetricalOrAlternating,Straight,Open
C_02_032,Neutral,SymmetricalOrAlternating,None,Open
J_02_009,Neutral,SymmetricalOrAlternating,None,Open
D_02_066,Hand,AsymmetricalSameHandshape,None,Open
J_01_109,Hand,AsymmetricalSameHandshape,Straight,Open
H_02_54,Head,SymmetricalOrAlternating,Straight,Closed
D_01_076,Neutral,SymmetricalOrAlternating,Curved,Open
F_01_6,Body,OneHanded,Straight,Open
F_03_45,Hand,AsymmetricalDifferentHandshape,Other,Open
G_03_78,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_007,Neutral,OneHanded,Curved,Open
D_01_063,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_01_025,Hand,AsymmetricalDifferentHandshape,Circular,Closed
F_02_33,Neutral,OneHanded,Circular,Closed
B_02_018,Head,OneHanded,Other,Closed
D_02_074,Neutral,OneHanded,BackAndForth,Open
J_01_068,Body,OneHanded,Straight,Open
C_02_008,Body,SymmetricalOrAlternating,Curved,Open
D_01_046,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_76,Hand,AsymmetricalDifferentHandshape,None,Open
J_02_014,Head,OneHanded,Curved,Closed
C_03_051,Head,OneHanded,Curved,Closed
C_02_040,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_03_49,Neutral,OneHanded,Other,Open
H_03_40,Body,SymmetricalOrAlternating,Curved,Closed
C_03_032,Head,OneHanded,Straight,Open
C_02_084,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_39,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_03_86,Hand,AsymmetricalSameHandshape,Straight,Closed
E_03_37,Neutral,OneHanded,Curved,Closed
B_01_058,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_037,Neutral,SymmetricalOrAlternating,Circular,Closed
E_03_51,Neutral,SymmetricalOrAlternating,Circular,Closed
G_03_22,Neutral,OneHanded,Curved,Closed
G_03_35,Head,OneHanded,Curved,Closed
C_02_089,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
G_01_19,Neutral,SymmetricalOrAlternating,Circular,Open
J_03_082,Hand,AsymmetricalSameHandshape,Straight,Open
D_03_079,Neutral,SymmetricalOrAlternating,Straight,Open
H_03_5,Hand,AsymmetricalSameHandshape,Straight,Open
B_02_033,Hand,AsymmetricalDifferentHandshape,None,Open
B_03_070,Neutral,SymmetricalOrAlternating,None,Open
G_03_87,Hand,AsymmetricalSameHandshape,Curved,Closed
C_03_057,Head,OneHanded,None,Closed
D_01_013,Hand,AsymmetricalDifferentHandshape,Straight,Closed
H_03_62,Hand,AsymmetricalDifferentHandshape,Straight,Open
C_01_056,Body,OneHanded,Curved,Open
D_02_014,Head,OneHanded,Curved,Open
E_03_88,Head,OneHanded,None,Open
J_03_038,Head,OneHanded,Straight,Closed
F_03_18,Head,OneHanded,Straight,Open
A_02_016,Hand,AsymmetricalDifferentHandshape,Curved,Open
A_02_030,Neutral,AsymmetricalDifferentHandshape,BackAndForth,Open
J_01_092,Head,OneHanded,Straight,Open
C_03_021,Hand,AsymmetricalDifferentHandshape,Straight,Closed
B_02_011,Hand,AsymmetricalSameHandshape,Curved,Closed
H_01_54,Neutral,OneHanded,Curved,Open
D_03_071,Neutral,SymmetricalOrAlternating,None,Closed
F_01_42,Neutral,OneHanded,None,Open
H_03_35,Neutral,OneHanded,Curved,Open
C_01_048,Head,OneHanded,Straight,Open
H_02_64,Head,OneHanded,Straight,Open
J_02_105,Hand,AsymmetricalDifferentHandshape,Straight,Closed
D_03_037,Neutral,OneHanded,None,Open
G_02_66,Neutral,SymmetricalOrAlternating,Curved,Open
A_01_067,Neutral,SymmetricalOrAlternating,Straight,Open
C_03_042,Hand,AsymmetricalSameHandshape,Curved,Open
B_01_038,Neutral,AsymmetricalSameHandshape,Straight,Closed
H_01_98,Hand,AsymmetricalDifferentHandshape,Curved,Closed
C_01_013,Neutral,OneHanded,None,Open
D_01_077,Neutral,OneHanded,Straight,Open
C_03_028,Head,SymmetricalOrAlternating,None,Open
F_03_78,Hand,AsymmetricalDifferentHandshape,Curved,Open
B_03_064,Neutral,SymmetricalOrAlternating,Curved,Closed
A_03_007,Hand,AsymmetricalDifferentHandshape,Curved,Open
J_02_004,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_02_050,Body,OneHanded,Straight,Open
J_01_046,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_02_083,Neutral,AsymmetricalSameHandshape,Straight,Open
H_01_92,Neutral,SymmetricalOrAlternating,Curved,Open
F_02_38,Hand,AsymmetricalSameHandshape,Straight,Closed
B_01_042,Hand,AsymmetricalDifferentHandshape,None,Open
E_02_41,Head,OneHanded,Straight,Open
G_02_8,Body,OneHanded,Curved,Open
B_02_084,Neutral,SymmetricalOrAlternating,Straight,Open
H_03_105,Neutral,SymmetricalOrAlternating,BackAndForth,Open
C_03_048,Neutral,OneHanded,Curved,Open
J_03_103,Neutral,OneHanded,Straight,Open
A_01_069,Head,OneHanded,None,Open
J_01_088,Neutral,SymmetricalOrAlternating,Curved,Open
H_01_57,Head,OneHanded,Straight,Open
E_02_43,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_03_083,Hand,AsymmetricalDifferentHandshape,Curved,Open
F_02_34,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_028,Head,SymmetricalOrAlternating,None,Open
E_01_92,Head,OneHanded,Straight,Open
C_01_031,Head,OneHanded,None,Open
A_01_083,Head,OneHanded,Straight,Open
A_02_041,Neutral,OneHanded,Circular,Open
E_02_21,Hand,AsymmetricalDifferentHandshape,None,Closed
F_02_90,Head,OneHanded,Curved,Open
B_03_012,Head,OneHanded,Straight,Closed
G_02_82,Neutral,SymmetricalOrAlternating,Curved,Open
C_01_012,Neutral,SymmetricalOrAlternating,Curved,Open
D_02_025,Neutral,OneHanded,None,Open
D_02_069,Neutral,OneHanded,BackAndForth,Closed
E_03_66,Neutral,SymmetricalOrAlternating,None,Open
F_03_63,Body,OneHanded,Straight,Open
G_01_3,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_069,Neutral,SymmetricalOrAlternating,Straight,Closed
H_01_4,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_012,Head,OneHanded,Curved,Open
E_03_47,Head,OneHanded,Straight,Closed
G_02_43,Head,OneHanded,Circular,Closed
B_02_046,Head,OneHanded,Straight,Open
D_01_041,Hand,AsymmetricalDifferentHandshape,Other,Open
B_03_046,Body,SymmetricalOrAlternating,Curved,Open
B_03_061,Body,SymmetricalOrAlternating,Curved,Open
F_02_16,Body,OneHanded,Curved,Open
H_01_55,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_072,Neutral,SymmetricalOrAlternating,None,Open
D_01_078,Hand,AsymmetricalSameHandshape,Circular,Closed
H_02_17,Hand,AsymmetricalDifferentHandshape,None,Closed
E_02_95,Head,OneHanded,Straight,Open
B_03_078,Head,OneHanded,Straight,Closed
G_01_59,Arm,OneHanded,Curved,Closed
J_01_026,Body,OneHanded,Circular,Open
D_01_038,Neutral,SymmetricalOrAlternating,Straight,Closed
J_03_013,Head,OneHanded,Straight,Open
H_02_47,Neutral,SymmetricalOrAlternating,Straight,Closed
B_02_068,Head,OneHanded,Circular,Closed
B_01_041,Head,OneHanded,Straight,Closed
F_02_98,Neutral,OneHanded,Circular,Closed
J_01_094,Head,OneHanded,Curved,Closed
B_03_045,Head,OneHanded,Circular,Open
F_02_22,Head,SymmetricalOrAlternating,Curved,Closed
G_03_29,Head,OneHanded,Circular,Open
D_03_064,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
C_02_009,Hand,AsymmetricalDifferentHandshape,Straight,Closed
J_01_017,Neutral,SymmetricalOrAlternating,Curved,Open
D_02_007,Head,SymmetricalOrAlternating,None,Closed
F_01_74,Head,OneHanded,Curved,Open
G_01_68,Body,SymmetricalOrAlternating,None,Open
D_03_017,Body,OneHanded,Circular,Open
H_03_9,Head,OneHanded,Straight,Open
D_02_008,Head,OneHanded,Straight,Open
F_01_76,Head,OneHanded,Straight,Open
G_02_81,Head,OneHanded,Straight,Open
G_01_26,Body,SymmetricalOrAlternating,Straight,Open
A_03_078,Neutral,SymmetricalOrAlternating,Straight,Open
F_01_84,Head,OneHanded,Curved,Open
A_02_076,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_03_018,Neutral,SymmetricalOrAlternating,None,Closed
C_03_003,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_73,Head,OneHanded,Straight,Open
G_01_44,Head,OneHanded,Straight,Open
D_02_019,Head,OneHanded,None,Open
F_02_82,Head,OneHanded,None,Open
J_03_037,Neutral,SymmetricalOrAlternating,Curved,Open
J_01_057,Hand,AsymmetricalSameHandshape,Straight,Closed
C_01_032,Neutral,SymmetricalOrAlternating,Curved,Closed
J_02_097,Head,OneHanded,Straight,Closed
G_03_71,Head,OneHanded,Curved,Closed
C_01_040,Head,OneHanded,None,Open
J_01_023,Neutral,SymmetricalOrAlternating,Straight,Open
D_03_065,Neutral,SymmetricalOrAlternating,None,Closed
H_03_64,Neutral,OneHanded,None,Open
J_01_013,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_73,Neutral,SymmetricalOrAlternating,Straight,Open
F_02_7,Neutral,SymmetricalOrAlternating,Curved,Open
D_01_071,Head,OneHanded,None,Closed
H_01_100,Neutral,SymmetricalOrAlternating,Curved,Open
D_01_050,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_027,Neutral,SymmetricalOrAlternating,Straight,Closed
B_03_022,Neutral,SymmetricalOrAlternating,Straight,Open
C_01_035,Neutral,OneHanded,BackAndForth,Closed
B_01_068,Body,OneHanded,Straight,Closed
B_02_069,Neutral,SymmetricalOrAlternating,Straight,Open
C_01_046,Hand,SymmetryViolation,Other,Closed
J_02_83,Head,OneHanded,None,Open
C_02_037,Hand,AsymmetricalSameHandshape,Straight,Open
D_02_022,Hand,AsymmetricalDifferentHandshape,None,Open
F_03_21,Hand,AsymmetricalDifferentHandshape,None,Open
A_03_030,Hand,AsymmetricalDifferentHandshape,Curved,Closed
D_01_066,Hand,AsymmetricalDifferentHandshape,Curved,Closed
C_03_040,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_037,Neutral,SymmetricalOrAlternating,Straight,Open
D_02_018,Neutral,SymmetricalOrAlternating,Straight,Closed
C_03_082,Neutral,SymmetricalOrAlternating,None,Open
G_03_102,Head,SymmetricalOrAlternating,Straight,Closed
G_03_25,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_01_50,Neutral,SymmetricalOrAlternating,Curved,Open
F_02_46,Body,OneHanded,Curved,Open
G_03_81,Head,OneHanded,Straight,Open
E_03_10,Head,OneHanded,Straight,Open
J_03_012,Head,OneHanded,None,Closed
J_03_008,Neutral,SymmetricalOrAlternating,Curved,Open
D_02_037,Head,OneHanded,Straight,Closed
D_02_059,Hand,AsymmetricalDifferentHandshape,Curved,Closed
H_03_91,Head,OneHanded,Straight,Closed
J_02_045,Head,OneHanded,Curved,Closed
F_02_96,Head,OneHanded,None,Closed
A_03_076,Head,SymmetricalOrAlternating,None,Open
F_02_53,Head,AsymmetricalSameHandshape,None,Open
A_02_043,Neutral,SymmetricalOrAlternating,BackAndForth,Closed
H_01_39,Hand,AsymmetricalDifferentHandshape,Circular,Open
A_01_051,Neutral,OneHanded,None,Open
D_03_019,Body,SymmetricalOrAlternating,Curved,Closed
B_01_046,Head,OneHanded,Straight,Closed
J_01_034,Head,OneHanded,None,Closed
J_03_077,Hand,AsymmetricalSameHandshape,Curved,Open
B_01_074,Hand,AsymmetricalDifferentHandshape,Curved,Closed
A_03_034,Head,OneHanded,None,Open
E_02_35,Head,SymmetricalOrAlternating,Curved,Open
G_02_49,Head,OneHanded,None,Closed
E_02_17,Hand,AsymmetricalDifferentHandshape,Straight,Open
C_03_027,Head,OneHanded,None,Closed
H_02_10,Neutral,SymmetricalOrAlternating,Circular,Open
C_01_015,Head,OneHanded,None,Closed
H_02_89,Body,OneHanded,None,Open
J_02_005,Hand,AsymmetricalDifferentHandshape,Straight,Closed
H_03_42,Neutral,SymmetricalOrAlternating,Straight,Open
C_03_070,Neutral,OneHanded,Circular,Closed
C_01_042,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_01_016,Body,SymmetricalOrAlternating,None,Open
F_03_14,Neutral,SymmetricalOrAlternating,Curved,Open
A_01_073,Hand,AsymmetricalSameHandshape,Straight,Closed
A_01_036,Head,OneHanded,Curved,Open
G_02_100,Head,SymmetricalOrAlternating,Curved,Open
A_02_090,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_032,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_012,Neutral,OneHanded,Curved,Open
H_03_53,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_01_85,Hand,AsymmetricalSameHandshape,Straight,Open
B_02_008,Head,OneHanded,Straight,Open
E_02_47,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_37,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_011,Neutral,AsymmetricalSameHandshape,None,Closed
A_01_055,Hand,AsymmetricalSameHandshape,Straight,Open
A_03_009,Head,OneHanded,Straight,Closed
C_02_087,Head,OneHanded,Circular,Closed
D_03_090,Neutral,SymmetricalOrAlternating,Curved,Open
G_01_53,Neutral,SymmetricalOrAlternating,Curved,Open
D_01_026,Hand,AsymmetricalSameHandshape,Straight,Open
B_03_077,Hand,AsymmetricalSameHandshape,Straight,Open
B_01_061,Neutral,SymmetricalOrAlternating,Curved,Open
G_03_77,Body,SymmetricalOrAlternating,Straight,Open
F_02_77,Hand,AsymmetricalDifferentHandshape,Straight,Closed
G_01_95,Arm,OneHanded,Straight,Open
C_01_024,Neutral,SymmetricalOrAlternating,Curved,Closed
E_02_89,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_01_080,Arm,OneHanded,Curved,Open
F_02_4,Neutral,OneHanded,Curved,Closed
B_01_021,Head,SymmetricalOrAlternating,Straight,Open
C_01_060,Body,OneHanded,Straight,Open
D_03_024,Body,OneHanded,Straight,Open
G_03_10,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_01_77,Hand,AsymmetricalDifferentHandshape,Other,Open
